Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,month,day_of_week,is_weekend,predicted_units_sold,sales_status
2022-03-03,S002,P0016,Furniture,North,121,31,153,31.17,90.51,20,Sunny,1,86.0,Autumn,3,3,0,61.85573227660263,🟢 Healthy
2022-03-03,S002,P0017,Groceries,North,435,339,158,338.23,73.98,5,Cloudy,1,70.18,Autumn,3,3,0,207.69775783149655,🟢 Healthy
2022-03-03,S002,P0018,Electronics,South,287,137,160,139.94,70.35,10,Rainy,0,74.85,Summer,3,3,0,142.58841616918,🟢 Healthy
2022-03-03,S002,P0019,Clothing,North,445,41,189,34.13,68.03,0,Rainy,1,63.41,Summer,3,3,0,213.15204170034144,🟢 Healthy
2022-03-03,S002,P0020,Groceries,North,142,45,177,52.01,30.98,15,Snowy,0,33.7,Summer,3,3,0,71.73225898409147,🟢 Healthy
2022-03-03,S003,P0001,Clothing,South,303,132,93,147.84,32.26,20,Cloudy,0,32.71,Spring,3,3,0,151.70539748367995,🟢 Healthy
2022-03-03,S003,P0002,Electronics,East,108,3,118,17.88,46.47,10,Cloudy,1,48.57,Summer,3,3,0,52.9469606618767,🟢 Healthy
2022-03-03,S003,P0003,Furniture,South,417,297,45,313.53,26.07,20,Cloudy,0,22.15,Summer,3,3,0,198.54292871774675,🟢 Healthy
2022-03-03,S003,P0004,Furniture,East,188,99,163,95.6,80.15,0,Sunny,1,80.87,Autumn,3,3,0,91.91726591433948,🟢 Healthy
2022-03-03,S003,P0005,Clothing,North,136,19,135,26.23,41.21,10,Snowy,1,45.24,Spring,3,3,0,66.75020315361967,🟢 Healthy
2022-03-03,S003,P0006,Clothing,West,116,54,53,46.53,12.25,15,Sunny,0,7.37,Summer,3,3,0,56.85652100765468,🟢 Healthy
2022-03-03,S003,P0007,Electronics,South,245,183,133,200.15,61.83,20,Sunny,0,61.81,Spring,3,3,0,123.05601130495282,🟢 Healthy
2022-03-03,S003,P0008,Clothing,North,352,306,126,318.44,49.3,0,Rainy,1,44.9,Summer,3,3,0,177.5304912239311,🟢 Healthy
2022-03-03,S003,P0009,Groceries,North,54,37,195,48.57,84.8,10,Rainy,1,83.29,Winter,3,3,0,29.48842521867442,🟢 Healthy
2022-03-03,S003,P0010,Toys,East,105,57,153,56.58,13.73,0,Sunny,0,15.07,Summer,3,3,0,53.486205550872576,🟢 Healthy
2022-03-03,S003,P0011,Electronics,North,473,354,26,359.6,39.68,0,Snowy,0,39.21,Winter,3,3,0,247.97905927393788,🟢 Healthy
2022-03-03,S003,P0012,Clothing,West,324,216,152,222.64,15.42,15,Cloudy,1,13.84,Autumn,3,3,0,153.47981969961535,🟢 Healthy
2022-03-03,S003,P0013,Clothing,East,321,183,110,187.11,91.89,5,Sunny,0,92.96,Spring,3,3,0,168.73203719570347,🟢 Healthy
2022-03-03,S003,P0014,Toys,North,353,203,134,221.87,62.14,5,Snowy,1,63.56,Spring,3,3,0,172.8756733097202,🟢 Healthy
2022-03-03,S003,P0015,Clothing,West,179,151,88,170.11,82.3,10,Sunny,0,81.8,Winter,3,3,0,87.50961656479376,🟢 Healthy
2022-03-03,S003,P0016,Toys,East,196,196,107,205.3,80.58,20,Sunny,0,83.88,Autumn,3,3,0,98.94939654506406,🟢 Healthy
2022-03-03,S003,P0017,Clothing,North,108,42,107,33.47,74.37,20,Sunny,1,77.83,Summer,3,3,0,52.432572631900676,🟢 Healthy
2022-03-03,S003,P0018,Furniture,West,114,53,99,44.69,70.76,15,Sunny,0,65.8,Spring,3,3,0,58.731793974522276,🟢 Healthy
2022-03-03,S003,P0019,Groceries,North,55,35,198,28.16,63.23,10,Cloudy,0,59.78,Winter,3,3,0,30.651919387181636,🟢 Healthy
2022-03-03,S003,P0020,Electronics,North,206,43,156,37.85,81.92,15,Snowy,1,81.53,Autumn,3,3,0,101.78460381684002,🟢 Healthy
2022-03-03,S004,P0001,Furniture,East,272,173,104,178.38,19.05,5,Cloudy,0,23.51,Autumn,3,3,0,143.28301011157797,🟢 Healthy
2022-03-03,S004,P0002,Furniture,South,307,139,25,152.01,44.67,0,Sunny,0,43.21,Winter,3,3,0,150.77051865436593,🟢 Healthy
2022-03-03,S004,P0003,Clothing,North,373,103,70,108.6,64.82,5,Sunny,0,63.77,Winter,3,3,0,179.79021920651786,🟢 Healthy
2022-03-03,S004,P0004,Groceries,East,285,211,148,208.86,62.36,10,Rainy,0,60.9,Autumn,3,3,0,147.71029541167977,🟢 Healthy
2022-03-03,S004,P0005,Clothing,North,52,22,84,39.9,63.91,5,Snowy,1,66.95,Summer,3,3,0,29.50737349453249,🟢 Healthy
2022-03-03,S004,P0006,Clothing,East,257,166,94,158.79,47.58,20,Sunny,0,50.01,Summer,3,3,0,130.12815182733317,🟢 Healthy
2022-03-03,S004,P0007,Clothing,North,159,50,72,43.93,64.32,10,Cloudy,0,63.44,Spring,3,3,0,82.78910859866804,🟢 Healthy
2022-03-03,S004,P0008,Toys,East,333,13,176,32.09,90.37,15,Sunny,1,86.52,Autumn,3,3,0,161.99399334566922,🟢 Healthy
2022-03-03,S004,P0009,Groceries,East,274,133,194,130.46,45.86,5,Snowy,0,42.6,Winter,3,3,0,136.2688407322459,🟢 Healthy
2022-03-03,S004,P0010,Clothing,South,70,38,44,34.97,92.8,0,Rainy,0,95.27,Spring,3,3,0,34.82263151684532,🟢 Healthy
2022-03-03,S004,P0011,Clothing,South,77,43,164,45.15,63.35,15,Rainy,0,65.01,Autumn,3,3,0,39.64182596489666,🟢 Healthy
2022-03-03,S004,P0012,Furniture,West,194,113,43,132.94,84.58,20,Sunny,1,85.34,Spring,3,3,0,95.83887717247809,🟢 Healthy
2022-03-03,S004,P0013,Furniture,West,73,30,119,40.58,91.18,20,Cloudy,1,86.59,Summer,3,3,0,35.686652801589375,🟢 Healthy
2022-03-03,S004,P0014,Electronics,East,372,256,132,255.45,93.12,15,Sunny,1,92.15,Autumn,3,3,0,190.4668633176188,🟢 Healthy
2022-03-03,S004,P0015,Electronics,East,368,334,96,335.66,92.9,5,Rainy,0,91.04,Winter,3,3,0,196.02026228798277,🟢 Healthy
2022-03-03,S004,P0016,Electronics,South,382,58,43,70.67,47.84,0,Sunny,0,51.96,Winter,3,3,0,186.3353978436069,🟢 Healthy
2022-03-03,S004,P0017,Toys,North,273,219,92,235.79,70.33,0,Cloudy,0,74.77,Winter,3,3,0,140.80232050234753,🟢 Healthy
2022-03-03,S004,P0018,Electronics,North,209,44,116,46.63,44.08,0,Rainy,1,44.69,Winter,3,3,0,101.3797946511627,🟢 Healthy
2022-03-03,S004,P0019,Toys,East,340,25,77,28.37,94.81,10,Rainy,0,93.84,Autumn,3,3,0,166.10144843308873,🟢 Healthy
2022-03-03,S004,P0020,Clothing,East,267,209,186,223.48,35.86,20,Snowy,1,40.02,Spring,3,3,0,126.38484646348867,🟢 Healthy
2022-03-03,S005,P0001,Toys,South,286,124,40,127.61,49.83,20,Snowy,1,48.9,Spring,3,3,0,144.07135043567877,🟢 Healthy
2022-03-03,S005,P0002,Clothing,South,296,82,166,89.27,22.42,5,Cloudy,1,24.37,Autumn,3,3,0,149.5304865572965,🟢 Healthy
2022-03-03,S005,P0003,Electronics,North,489,11,85,6.58,93.35,20,Sunny,0,96.16,Winter,3,3,0,215.6022694134102,🟢 Healthy
2022-03-03,S005,P0004,Furniture,North,163,45,145,55.91,31.41,20,Sunny,0,28.97,Winter,3,3,0,82.88735555057848,🟢 Healthy
2022-03-03,S005,P0005,Clothing,West,388,91,110,92.52,96.92,20,Snowy,1,92.54,Winter,3,3,0,210.87923423970426,🟢 Healthy
2022-03-03,S005,P0006,Groceries,East,207,121,191,138.22,66.98,20,Snowy,1,62.88,Autumn,3,3,0,102.24266913057218,🟢 Healthy
2022-03-03,S005,P0007,Furniture,West,264,78,60,78.0,85.16,10,Cloudy,1,80.32,Autumn,3,3,0,126.37255991570365,🟢 Healthy
2022-03-03,S005,P0008,Toys,West,440,367,166,360.96,93.44,20,Sunny,0,93.15,Spring,3,3,0,233.91196183111919,🟢 Healthy
2022-03-03,S005,P0009,Groceries,South,368,235,182,253.22,95.48,20,Snowy,0,93.55,Summer,3,3,0,181.59549643713223,🟢 Healthy
2022-03-03,S005,P0010,Electronics,South,188,127,165,145.65,84.74,10,Sunny,0,82.9,Spring,3,3,0,90.10613094253974,🟢 Healthy
2022-03-03,S005,P0011,Clothing,West,282,3,29,-0.33,79.69,10,Snowy,0,76.96,Spring,3,3,0,138.22149337981276,🟢 Healthy
2022-03-03,S005,P0012,Clothing,West,431,241,109,260.08,19.12,20,Rainy,0,21.09,Autumn,3,3,0,204.90268088943682,🟢 Healthy
2022-03-03,S005,P0013,Groceries,East,469,12,140,16.12,23.9,15,Snowy,0,23.11,Summer,3,3,0,202.73052033193375,🟢 Healthy
2022-03-03,S005,P0014,Toys,West,477,338,60,338.66,58.85,15,Sunny,0,58.59,Autumn,3,3,0,254.93028600977826,🟢 Healthy
2022-03-03,S005,P0015,Furniture,South,261,243,65,247.36,80.59,10,Snowy,1,79.24,Winter,3,3,0,126.97077187493923,🟢 Healthy
2022-03-03,S005,P0016,Groceries,East,408,54,178,60.5,41.65,10,Snowy,0,37.69,Summer,3,3,0,207.59075319701074,🟢 Healthy
2022-03-03,S005,P0017,Toys,South,288,26,193,28.48,16.25,20,Cloudy,1,16.13,Winter,3,3,0,145.69843876097823,🟢 Healthy
2022-03-03,S005,P0018,Furniture,West,304,44,42,49.59,23.58,10,Snowy,0,22.16,Winter,3,3,0,145.42437253238177,🟢 Healthy
2022-03-03,S005,P0019,Furniture,East,208,135,62,140.5,85.88,0,Snowy,1,82.32,Winter,3,3,0,98.6688932207446,🟢 Healthy
2022-03-03,S005,P0020,Electronics,South,449,142,126,153.75,83.2,0,Snowy,1,84.14,Autumn,3,3,0,221.21184170416004,🟢 Healthy
2022-03-04,S001,P0001,Toys,South,338,284,43,274.86,33.06,15,Snowy,0,34.47,Autumn,3,4,0,163.3968386321021,🟢 Healthy
2022-03-04,S001,P0002,Electronics,East,222,195,32,197.54,95.46,5,Snowy,0,94.69,Autumn,3,4,0,107.07677346562791,🟢 Healthy
2022-03-04,S001,P0003,Groceries,North,130,80,193,90.41,47.86,0,Snowy,0,43.09,Autumn,3,4,0,65.04293114809363,🟢 Healthy
2022-03-04,S001,P0004,Clothing,North,203,190,116,198.49,93.32,15,Sunny,0,91.62,Winter,3,4,0,101.59080512049273,🟢 Healthy
2022-03-04,S001,P0005,Toys,West,223,52,58,59.07,65.52,0,Rainy,0,66.95,Autumn,3,4,0,115.36559723975034,🟢 Healthy
2022-03-04,S001,P0006,Clothing,North,117,101,70,101.72,89.57,20,Snowy,1,88.64,Autumn,3,4,0,59.12721776512372,🟢 Healthy
2022-03-04,S001,P0007,Toys,East,466,405,192,412.31,85.83,15,Snowy,0,86.11,Spring,3,4,0,259.05390668988264,🟢 Healthy
2022-03-04,S001,P0008,Furniture,North,214,69,38,63.63,70.78,5,Snowy,0,73.42,Autumn,3,4,0,100.08702315518124,🟢 Healthy
2022-03-04,S001,P0009,Electronics,West,89,9,168,17.44,77.14,10,Rainy,1,72.52,Autumn,3,4,0,43.92232405603823,🟢 Healthy
2022-03-04,S001,P0010,Electronics,North,116,14,189,4.52,38.15,5,Rainy,1,36.87,Winter,3,4,0,58.539881569828985,🟢 Healthy
2022-03-04,S001,P0011,Furniture,North,71,67,24,65.34,15.12,0,Rainy,0,18.51,Summer,3,4,0,34.86043569334249,🟢 Healthy
2022-03-04,S001,P0012,Toys,South,82,55,32,67.41,95.4,0,Snowy,0,90.78,Autumn,3,4,0,39.23750545400205,🟢 Healthy
2022-03-04,S001,P0013,Electronics,North,62,44,114,63.65,55.41,20,Cloudy,1,56.35,Autumn,3,4,0,31.599100103366148,🟢 Healthy
2022-03-04,S001,P0014,Furniture,South,260,7,125,2.33,79.85,20,Cloudy,1,82.25,Winter,3,4,0,126.29568865054283,🟢 Healthy
2022-03-04,S001,P0015,Electronics,South,435,426,65,429.62,90.13,10,Snowy,0,87.2,Autumn,3,4,0,217.88907409113793,🟢 Healthy
2022-03-04,S001,P0016,Electronics,East,397,232,75,236.33,61.63,5,Sunny,1,60.9,Summer,3,4,0,206.64957882753765,🟢 Healthy
2022-03-04,S001,P0017,Electronics,East,326,295,195,295.14,69.06,20,Sunny,0,69.33,Spring,3,4,0,159.7265308623947,🟢 Healthy
2022-03-04,S001,P0018,Toys,North,190,17,189,31.96,11.92,15,Snowy,0,11.24,Spring,3,4,0,93.68338009205007,🟢 Healthy
2022-03-04,S001,P0019,Clothing,East,428,86,177,80.82,22.61,10,Rainy,1,23.69,Autumn,3,4,0,210.9820149826035,🟢 Healthy
2022-03-04,S001,P0020,Clothing,West,242,54,135,59.68,11.42,15,Cloudy,1,15.98,Spring,3,4,0,110.17871034778643,🟢 Healthy
2022-03-04,S002,P0001,Electronics,East,260,110,68,115.57,24.19,20,Rainy,0,25.54,Spring,3,4,0,127.37497468201654,🟢 Healthy
2022-03-04,S002,P0002,Furniture,South,499,385,49,381.5,15.55,15,Cloudy,1,13.75,Spring,3,4,0,267.0934866447244,🟢 Healthy
2022-03-04,S002,P0003,Clothing,West,500,197,174,204.34,18.39,20,Sunny,1,18.66,Winter,3,4,0,208.24859870379774,🟢 Healthy
2022-03-04,S002,P0004,Furniture,West,295,295,162,300.43,90.32,15,Sunny,0,91.7,Winter,3,4,0,159.49540443644312,🟢 Healthy
2022-03-04,S002,P0005,Clothing,West,51,9,31,17.95,31.94,10,Sunny,1,32.03,Autumn,3,4,0,29.093874951923308,🟢 Healthy
2022-03-04,S002,P0006,Groceries,North,406,162,145,176.04,98.53,5,Sunny,0,100.33,Summer,3,4,0,187.5892667459428,🟢 Healthy
2022-03-04,S002,P0007,Electronics,East,97,0,57,15.06,31.08,5,Snowy,1,35.2,Spring,3,4,0,48.790644561841376,🟢 Healthy
2022-03-04,S002,P0008,Furniture,West,298,104,200,123.64,76.63,10,Snowy,0,79.2,Winter,3,4,0,149.1032723073622,🟢 Healthy
2022-03-04,S002,P0009,Furniture,North,157,115,112,126.54,26.3,5,Rainy,0,29.4,Summer,3,4,0,81.50675203079987,🟢 Healthy
2022-03-04,S002,P0010,Clothing,East,89,76,170,67.8,28.53,20,Sunny,0,32.95,Spring,3,4,0,45.81016280491856,🟢 Healthy
2022-03-04,S002,P0011,Furniture,East,364,10,179,13.39,84.56,0,Rainy,0,84.43,Winter,3,4,0,184.2120063330548,🟢 Healthy
2022-03-04,S002,P0012,Electronics,West,314,33,150,30.31,96.82,10,Snowy,1,97.98,Winter,3,4,0,148.814506081952,🟢 Healthy
2022-03-04,S002,P0013,Electronics,North,123,24,197,43.49,27.54,20,Cloudy,0,25.69,Winter,3,4,0,62.2666284524817,🟢 Healthy
2022-03-04,S002,P0014,Electronics,East,315,206,171,196.73,54.62,20,Snowy,0,55.58,Winter,3,4,0,154.4472622004153,🟢 Healthy
2022-03-04,S002,P0015,Electronics,South,415,412,191,422.52,49.83,10,Cloudy,1,52.04,Winter,3,4,0,212.4837439921039,🟢 Healthy
2022-03-04,S002,P0016,Toys,North,406,406,160,399.03,96.79,20,Sunny,0,101.26,Winter,3,4,0,192.88176248222499,🟢 Healthy
2022-03-04,S002,P0017,Clothing,East,201,34,187,38.15,99.78,5,Snowy,1,100.32,Summer,3,4,0,94.85641778868047,🟢 Healthy
2022-03-04,S002,P0018,Groceries,West,173,77,46,73.16,18.57,0,Sunny,1,22.01,Autumn,3,4,0,88.40285988899969,🟢 Healthy
2022-03-04,S002,P0019,Furniture,South,74,28,76,41.89,38.05,15,Sunny,1,41.43,Spring,3,4,0,37.34250982581507,🟢 Healthy
2022-03-04,S002,P0020,Electronics,East,136,17,193,32.81,74.71,5,Rainy,1,69.79,Spring,3,4,0,64.8205060350079,🟢 Healthy
2022-03-04,S003,P0001,Clothing,West,469,2,131,11.84,36.67,20,Cloudy,0,40.41,Spring,3,4,0,227.1667866378725,🟢 Healthy
2022-03-04,S003,P0002,Toys,North,112,68,37,66.15,41.44,0,Snowy,0,39.17,Autumn,3,4,0,56.28371039098866,🟢 Healthy
2022-03-04,S003,P0003,Furniture,West,236,67,196,76.85,43.99,15,Rainy,1,46.16,Winter,3,4,0,116.5287863387892,🟢 Healthy
2022-03-04,S003,P0004,Groceries,North,161,121,60,130.05,76.48,15,Rainy,1,76.04,Summer,3,4,0,83.059184376642,🟢 Healthy
2022-03-04,S003,P0005,Groceries,East,287,261,63,257.79,89.96,15,Cloudy,1,87.77,Autumn,3,4,0,155.10580301895808,🟢 Healthy
2022-03-04,S003,P0006,Toys,North,140,107,189,106.14,88.87,20,Cloudy,1,89.43,Summer,3,4,0,73.57361262897352,🟢 Healthy
2022-03-04,S003,P0007,Electronics,West,493,37,89,31.0,22.48,5,Snowy,1,21.5,Spring,3,4,0,224.81912257369393,🟢 Healthy
2022-03-04,S003,P0008,Clothing,North,320,305,114,312.29,11.07,5,Snowy,0,10.96,Autumn,3,4,0,158.01273845390452,🟢 Healthy
2022-03-04,S003,P0009,Furniture,West,311,112,161,115.64,88.36,15,Cloudy,1,87.49,Spring,3,4,0,155.23244206307123,🟢 Healthy
2022-03-04,S003,P0010,Groceries,East,246,162,57,165.91,42.43,5,Rainy,1,43.86,Spring,3,4,0,121.78853625600324,🟢 Healthy
2022-03-04,S003,P0011,Clothing,West,181,117,30,128.06,56.33,15,Snowy,0,52.43,Winter,3,4,0,88.25730324063943,🟢 Healthy
2022-03-04,S003,P0012,Groceries,West,78,25,166,21.26,44.66,15,Cloudy,0,48.4,Autumn,3,4,0,40.606715937158334,🟢 Healthy
2022-03-04,S003,P0013,Clothing,West,191,166,176,161.8,46.79,5,Snowy,1,49.97,Spring,3,4,0,96.02570246420959,🟢 Healthy
2022-03-04,S003,P0014,Groceries,North,473,82,159,99.32,88.34,10,Sunny,0,90.83,Autumn,3,4,0,232.14515252807053,🟢 Healthy
2022-03-04,S003,P0015,Clothing,West,117,25,66,38.82,55.18,0,Cloudy,0,57.56,Spring,3,4,0,61.794628718964475,🟢 Healthy
2022-03-04,S003,P0016,Electronics,South,205,22,43,33.66,38.73,15,Sunny,0,33.77,Winter,3,4,0,104.25436839014121,🟢 Healthy
2022-03-04,S003,P0017,Clothing,East,115,60,76,70.17,50.42,10,Sunny,0,54.35,Summer,3,4,0,59.12250154787003,🟢 Healthy
2022-03-04,S003,P0018,Electronics,South,389,221,142,232.8,66.58,15,Sunny,0,70.19,Winter,3,4,0,198.3282886360594,🟢 Healthy
2022-03-04,S003,P0019,Toys,South,462,140,199,141.13,84.46,5,Cloudy,0,84.43,Winter,3,4,0,218.4155005434894,🟢 Healthy
2022-03-04,S003,P0020,Clothing,West,127,25,136,19.63,56.59,15,Rainy,1,57.15,Summer,3,4,0,62.1371793954198,🟢 Healthy
2022-03-04,S004,P0001,Toys,East,137,131,27,143.91,71.07,10,Snowy,0,70.87,Summer,3,4,0,66.37594208824895,🟢 Healthy
2022-03-04,S004,P0002,Toys,East,454,266,140,279.16,50.6,20,Cloudy,0,53.28,Summer,3,4,0,234.0118052166766,🟢 Healthy
2022-03-04,S004,P0003,Furniture,East,485,97,109,98.62,81.21,10,Sunny,0,85.02,Autumn,3,4,0,211.64585735960753,🟢 Healthy
2022-03-04,S004,P0004,Groceries,North,466,24,92,29.17,72.26,5,Sunny,0,67.71,Winter,3,4,0,232.06803414840317,🟢 Healthy
2022-03-04,S004,P0005,Electronics,East,475,238,68,255.44,20.56,5,Rainy,1,19.52,Summer,3,4,0,213.6929591314346,🟢 Healthy
2022-03-04,S004,P0006,Furniture,North,338,289,88,280.43,54.24,10,Cloudy,0,53.25,Autumn,3,4,0,175.15884233694538,🟢 Healthy
2022-03-04,S004,P0007,Groceries,South,252,138,92,136.89,80.46,5,Sunny,0,83.45,Winter,3,4,0,128.39626213769927,🟢 Healthy
2022-03-04,S004,P0008,Furniture,South,155,28,192,24.34,17.37,10,Snowy,1,19.25,Autumn,3,4,0,78.71350795890655,🟢 Healthy
2022-03-04,S004,P0009,Furniture,West,239,198,78,216.61,94.08,10,Sunny,1,94.52,Spring,3,4,0,116.90588096450948,🟢 Healthy
2022-03-04,S004,P0010,Furniture,West,193,192,122,210.78,63.57,5,Cloudy,0,63.58,Autumn,3,4,0,98.0647289632642,🟢 Healthy
2022-03-04,S004,P0011,Furniture,South,236,113,52,105.46,90.01,0,Sunny,1,87.9,Summer,3,4,0,118.60588459609839,🟢 Healthy
2022-03-04,S004,P0012,Toys,West,407,97,67,114.54,19.1,10,Rainy,0,22.96,Winter,3,4,0,209.50611713077018,🟢 Healthy
2022-03-04,S004,P0013,Clothing,West,237,98,184,111.22,90.53,15,Rainy,0,85.69,Winter,3,4,0,118.13426166394866,🟢 Healthy
2022-03-04,S004,P0014,Groceries,West,391,32,191,46.5,98.09,5,Cloudy,1,96.51,Summer,3,4,0,169.58336883077135,🟢 Healthy
2022-03-04,S004,P0015,Toys,East,380,153,72,152.63,57.57,20,Sunny,0,61.04,Spring,3,4,0,188.15050157727484,🟢 Healthy
2022-03-04,S004,P0016,Furniture,North,58,20,139,18.35,68.16,10,Snowy,1,71.51,Winter,3,4,0,30.372738823024022,🟢 Healthy
2022-03-04,S004,P0017,Toys,North,165,129,136,120.82,42.53,5,Rainy,1,37.93,Winter,3,4,0,84.81429770304554,🟢 Healthy
2022-03-04,S004,P0018,Clothing,South,282,109,155,117.96,90.9,10,Cloudy,1,95.75,Autumn,3,4,0,145.1016873738006,🟢 Healthy
2022-03-04,S004,P0019,Groceries,North,440,392,47,409.59,59.37,10,Cloudy,1,56.07,Autumn,3,4,0,205.38155515597137,🟢 Healthy
2022-03-04,S004,P0020,Groceries,East,454,313,78,319.3,58.57,5,Sunny,0,61.95,Spring,3,4,0,229.99973977683283,🟢 Healthy
2022-03-04,S005,P0001,Groceries,North,493,468,156,459.11,20.58,15,Sunny,1,17.27,Autumn,3,4,0,279.1502258624103,🟢 Healthy
2022-03-04,S005,P0002,Furniture,East,431,43,154,51.47,15.8,20,Sunny,0,13.16,Autumn,3,4,0,215.9546123770474,🟢 Healthy
2022-03-04,S005,P0003,Electronics,North,261,140,103,141.27,61.49,20,Sunny,0,63.27,Summer,3,4,0,126.44436901400192,🟢 Healthy
2022-03-04,S005,P0004,Groceries,North,286,254,143,258.57,94.91,10,Sunny,0,91.64,Summer,3,4,0,153.55255282100913,🟢 Healthy
2022-03-04,S005,P0005,Furniture,East,109,66,80,56.7,94.37,20,Cloudy,1,93.02,Autumn,3,4,0,53.34026837232124,🟢 Healthy
2022-03-04,S005,P0006,Toys,South,428,166,152,160.45,41.7,10,Cloudy,0,37.08,Autumn,3,4,0,202.18689338254254,🟢 Healthy
2022-03-04,S005,P0007,Furniture,East,350,131,199,126.0,63.81,20,Rainy,0,67.88,Winter,3,4,0,181.95807972115114,🟢 Healthy
2022-03-04,S005,P0008,Groceries,North,232,101,189,119.05,97.56,10,Cloudy,1,101.41,Spring,3,4,0,106.93794721015632,🟢 Healthy
2022-03-04,S005,P0009,Electronics,West,100,20,153,22.09,74.24,10,Cloudy,0,77.41,Spring,3,4,0,49.67257519671016,🟢 Healthy
2022-03-04,S005,P0010,Electronics,West,333,106,97,119.02,79.33,5,Sunny,0,74.44,Summer,3,4,0,165.62186833830572,🟢 Healthy
2022-03-04,S005,P0011,Furniture,South,472,371,81,378.28,30.83,5,Rainy,0,35.46,Summer,3,4,0,276.83671644286545,🟢 Healthy
2022-03-04,S005,P0012,Furniture,West,398,32,23,34.25,54.61,20,Cloudy,0,58.67,Winter,3,4,0,192.51999396808046,🟢 Healthy
2022-03-04,S005,P0013,Groceries,North,396,168,170,172.72,29.35,20,Rainy,1,25.66,Summer,3,4,0,209.14857750747848,🟢 Healthy
2022-03-04,S005,P0014,Groceries,East,79,62,146,65.67,43.56,0,Cloudy,1,43.93,Summer,3,4,0,39.53774814103647,🟢 Healthy
2022-03-04,S005,P0015,Groceries,South,499,424,28,426.46,57.02,15,Snowy,1,52.88,Winter,3,4,0,266.177402927915,🟢 Healthy
2022-03-04,S005,P0016,Furniture,North,134,12,74,19.06,66.64,15,Sunny,1,69.33,Autumn,3,4,0,66.67443376867504,🟢 Healthy
2022-03-04,S005,P0017,Groceries,East,415,381,26,394.98,42.7,10,Snowy,0,39.74,Autumn,3,4,0,208.4881692715604,🟢 Healthy
2022-03-04,S005,P0018,Clothing,West,471,318,91,308.3,65.56,5,Rainy,1,67.85,Winter,3,4,0,219.83409742360175,🟢 Healthy
2022-03-04,S005,P0019,Clothing,East,443,117,81,133.88,96.78,10,Cloudy,0,94.74,Autumn,3,4,0,211.96187516524793,🟢 Healthy
2022-03-04,S005,P0020,Furniture,West,445,266,115,264.88,25.32,15,Cloudy,0,24.29,Spring,3,4,0,223.79460265828226,🟢 Healthy
2022-03-05,S001,P0001,Furniture,East,496,282,167,274.26,27.67,10,Sunny,0,28.65,Spring,3,5,1,271.8288929320863,🟢 Healthy
2022-03-05,S001,P0002,Electronics,West,431,168,123,184.09,67.32,0,Sunny,0,62.8,Summer,3,5,1,201.7748836689154,🟢 Healthy
2022-03-05,S001,P0003,Furniture,South,221,190,148,193.32,54.15,20,Cloudy,1,54.57,Winter,3,5,1,109.42572843050627,🟢 Healthy
2022-03-05,S001,P0004,Electronics,South,171,96,72,110.14,11.47,10,Rainy,0,13.59,Winter,3,5,1,80.48679762999886,🟢 Healthy
2022-03-05,S001,P0005,Clothing,West,435,403,43,417.95,32.85,5,Sunny,1,31.29,Spring,3,5,1,205.34855347582283,🟢 Healthy
2022-03-05,S001,P0006,Clothing,North,256,28,97,34.63,27.68,5,Rainy,1,24.41,Autumn,3,5,1,127.50212611792695,🟢 Healthy
2022-03-05,S001,P0007,Electronics,East,428,318,181,321.83,28.33,0,Snowy,0,31.09,Winter,3,5,1,209.9824831824829,🟢 Healthy
2022-03-05,S001,P0008,Toys,West,284,259,44,254.61,55.42,0,Cloudy,0,60.35,Summer,3,5,1,144.07883875508486,🟢 Healthy
2022-03-05,S001,P0009,Electronics,West,124,121,73,129.6,24.56,20,Rainy,1,25.57,Summer,3,5,1,61.00521068248518,🟢 Healthy
2022-03-05,S001,P0010,Groceries,North,133,31,73,42.04,51.65,20,Rainy,1,50.89,Summer,3,5,1,64.33595866289988,🟢 Healthy
2022-03-05,S001,P0011,Toys,North,336,198,192,197.28,69.33,10,Rainy,0,72.44,Summer,3,5,1,163.56958901145217,🟢 Healthy
2022-03-05,S001,P0012,Clothing,North,438,435,98,449.42,96.7,15,Rainy,0,93.66,Spring,3,5,1,207.4955610701096,🟢 Healthy
2022-03-05,S001,P0013,Electronics,North,222,80,31,74.93,13.38,15,Sunny,0,14.2,Winter,3,5,1,108.35555783963129,🟢 Healthy
2022-03-05,S001,P0014,Clothing,North,186,25,182,24.67,14.13,15,Snowy,0,16.0,Autumn,3,5,1,90.54842333274378,🟢 Healthy
2022-03-05,S001,P0015,Furniture,East,386,128,88,137.73,17.13,15,Snowy,1,15.04,Spring,3,5,1,186.96854147111154,🟢 Healthy
2022-03-05,S001,P0016,Clothing,North,120,9,116,3.79,51.05,15,Rainy,0,46.96,Winter,3,5,1,60.301883249738154,🟢 Healthy
2022-03-05,S001,P0017,Clothing,South,290,143,111,144.83,67.92,15,Sunny,0,66.14,Autumn,3,5,1,142.609054343367,🟢 Healthy
2022-03-05,S001,P0018,Furniture,West,268,122,200,118.11,29.18,15,Sunny,0,32.83,Autumn,3,5,1,133.3702182544795,🟢 Healthy
2022-03-05,S001,P0019,Toys,West,120,25,189,27.22,88.43,0,Rainy,1,89.18,Autumn,3,5,1,57.624473102374694,🟢 Healthy
