date,product_id,warehouse_id,historical_demand,demand_variability,current_inventory,reorder_point,lead_time_days,holding_cost,ordering_cost,shortage_cost,target_operational_cost,month,day_of_week,is_weekend,predicted_operational_cost,inventory_status
2023-12-24,1046,5,106,0.2364808289568614,209,168,10,2.6232775873018737,27.810259168681952,19.43826698623672,576.0752749147736,12,6,1,569.8558769990457,🟢 Healthy
2023-12-25,1020,3,126,0.3647670920631706,232,93,1,2.743691145786569,71.55618913317919,10.608095992507735,708.0925349556632,12,0,0,698.2308367506614,🟢 Healthy
2023-12-26,1079,3,126,0.2867997678132881,402,182,8,4.47846810326695,34.45922452313773,15.223476974354694,1834.803402036452,12,1,0,1845.0637736138758,🟡 High Cost Overstock
2023-12-27,1084,2,111,0.4248133172103976,185,194,3,3.2176772797338944,40.59239107834926,23.304965390402288,635.8626878291197,12,2,0,626.5070807922725,🔴 Reorder Required
2023-12-28,1074,1,110,0.1623674038651308,479,176,14,3.6215466640336498,91.04909241443016,5.992687080731567,1825.7699444865484,12,3,0,1817.2431792110433,🟡 High Cost Overstock
2023-12-29,1035,2,127,0.4159793079068153,447,96,1,2.252360941470968,46.140454026561216,21.221595874713472,1052.945794864084,12,4,0,1052.4359824855458,🟡 High Cost Overstock
2023-12-30,1098,2,139,0.1256940992229683,275,110,10,0.6308942836503846,65.33173746833336,6.305439971369791,238.82766547218912,12,5,1,235.42327030033482,🟢 Healthy
2023-12-31,1018,4,112,0.177621552098242,441,89,6,4.6893781140928,51.80528070313416,7.535896886733533,2119.8210290180587,12,6,1,2136.0276436666836,🟡 High Cost Overstock
2024-01-01,1019,4,117,0.3624598858012662,292,149,1,4.771074564123829,25.922502992473085,7.3863820777842175,1419.076275716631,1,0,0,1407.164683375213,🟡 High Cost Overstock
2024-01-02,1056,2,120,0.4419702626044285,155,182,3,4.77118874006623,49.029106391736406,24.882045664214523,788.5633611020021,1,1,0,786.6123018591886,🔴 Reorder Required
2024-01-03,1017,2,117,0.2010718510957396,120,168,5,4.746591889910224,52.64545624287447,8.603726386630669,622.2364830321014,1,2,0,642.6647601331861,🔴 Reorder Required
2024-01-04,1046,2,129,0.2308766423315651,126,181,4,4.168588734813024,91.65608815292146,22.935236925125363,685.7039795147386,1,3,0,690.666851732773,🔴 Reorder Required
2024-01-05,1048,5,107,0.314848299314696,103,116,7,3.580682225523471,45.95605229170716,24.818643258931083,514.040894556349,1,4,0,560.6563163816423,🔴 Reorder Required
2024-01-06,1013,4,116,0.1846291225957209,326,143,6,4.300294632202785,50.33928958096543,12.67569540824596,1452.2353396790734,1,5,1,1441.4305025357846,🟡 High Cost Overstock
2024-01-07,1014,2,130,0.4244625046350022,160,109,12,3.202458075504663,82.63174149378676,17.620970870573707,595.0250335745328,1,6,1,583.3133560722648,🟢 Healthy
2024-01-08,1030,3,109,0.4094546580023043,273,113,3,1.1046632625141064,80.71653209692784,20.58182507527225,382.2896027632789,1,0,0,371.8090207457234,🟢 Healthy
2024-01-09,1000,3,104,0.1581166847863126,124,97,11,2.2604817426863946,83.86282213187926,12.852901636724166,364.16255822499215,1,1,0,357.19945252362817,🟢 Healthy
2024-01-10,1053,5,130,0.2855318927266528,63,167,8,4.870827103878218,96.30165920608032,8.236282809956146,954.9947150174698,1,2,0,929.9391158450803,🔴 Reorder Required
2024-01-11,1002,5,122,0.4099311066618486,307,142,8,2.0801201611804534,83.64459987158273,13.675254875851223,722.2414893539819,1,3,0,737.1087800614417,🟡 High Cost Overstock
2024-01-12,1015,1,122,0.2349318124413659,238,128,14,4.405225611791163,52.60865625743128,20.437752900058893,1101.052351863728,1,4,0,1089.4820739636045,🟢 Healthy
2024-01-13,1086,1,116,0.3532427290870926,413,135,2,0.919451618486913,85.72068135184735,20.615255254968066,465.45419978694247,1,5,1,467.4918754572022,🟢 Healthy
2024-01-14,1056,1,125,0.1200852485830291,288,170,7,2.003827290689613,60.693970567195066,9.610775843418269,637.7962302858036,1,6,1,630.7301861489094,🟡 High Cost Overstock
2024-01-15,1074,5,139,0.3434755042117272,450,137,14,2.0792899612732083,42.21712260148522,8.49931279781493,977.897605174429,1,0,0,986.5571104555373,🟡 High Cost Overstock
2024-01-16,1011,5,121,0.1610611920002428,383,106,1,0.7322114439904107,44.23336545048099,23.411214042006996,324.67034849880827,1,1,0,323.8186933273994,🟢 Healthy
2024-01-17,1073,5,129,0.4322333300457806,353,134,2,1.035924485840397,37.907391085071865,5.879980611166211,403.5887345867321,1,2,0,428.2891399492819,🟢 Healthy
2024-01-18,1095,3,108,0.2421797854321914,140,182,8,1.3692434500479695,31.599436625580275,19.694769515301736,223.293519632296,1,3,0,230.23509213057798,🔴 Reorder Required
2024-01-19,1015,5,127,0.2126215450912782,441,164,12,4.270170158645508,34.75923294829202,5.9284277089350805,1917.9042729109608,1,4,0,1925.336723358093,🟡 High Cost Overstock
2024-01-20,1071,3,119,0.436355590684594,233,98,1,0.7853089547291288,25.05424399630555,21.75800101721976,208.03123044819256,1,5,1,216.7420403632058,🟢 Healthy
2024-01-21,1075,1,115,0.120057609228724,66,182,2,1.8441540560497425,91.0760691945909,23.10829626672204,1345.0967539632538,1,6,1,1325.2584616403913,🔴 Reorder Required
2024-01-22,1023,1,117,0.2586435197337379,61,102,12,0.5457875116517038,94.48062477192984,10.94838248458198,740.8830821192746,1,0,0,755.2935703440871,🔴 Reorder Required
2024-01-23,1027,1,124,0.2480014162300125,215,182,1,3.6303248543136113,66.94163139951164,6.478712870333951,847.4614750769381,1,1,0,821.738739304746,🟢 Healthy
2024-01-24,1007,2,132,0.2139201496998203,195,191,5,3.291363905195209,87.2391645286948,14.613690726948573,729.0551260417606,1,2,0,731.9666432874153,🟢 Healthy
2024-01-25,1091,2,105,0.4647017328005908,331,187,7,3.402420179239138,34.68568821225177,10.969260734909536,1160.8867675404065,1,3,0,1187.2477718509479,🟡 High Cost Overstock
2024-01-26,1035,4,133,0.4003713574066889,86,126,6,2.184722531215784,92.1339060181588,13.34272285620758,907.1280179444724,1,4,0,799.9497205165851,🔴 Reorder Required
2024-01-27,1089,4,113,0.1255692656767755,119,158,6,1.4372051957040606,60.508924770440665,18.29970906977361,231.53634305922387,1,5,1,257.50976378792654,🔴 Reorder Required
2024-01-28,1007,4,115,0.3858749797739816,218,186,6,3.74144095978715,25.373199408444407,9.19652071897434,841.0073286420431,1,6,1,828.6568831256322,🟢 Healthy
2024-01-29,1057,2,99,0.3109196532515176,384,145,8,4.150030427333128,31.305019559532816,12.139031390281726,1624.916703655454,1,0,0,1632.379722409078,🟡 High Cost Overstock
2024-01-30,1059,2,123,0.4603471577606317,219,178,5,1.123706741441908,44.71811686294537,20.651249805853475,290.8098932387232,1,1,0,290.7995838776292,🟢 Healthy
2024-01-31,1049,4,112,0.2251782469393434,302,130,10,2.690732425718396,23.484606428380115,17.875238999056435,836.0857989953357,1,2,0,839.4335361725072,🟡 High Cost Overstock
2024-02-01,1027,4,133,0.3296647998438332,395,163,7,1.6192205689048813,44.743470241395485,11.525509823024771,684.3355949588235,2,3,0,656.2939691454624,🟡 High Cost Overstock
2024-02-02,1091,5,132,0.3003021098963944,346,107,3,1.2564808754276018,24.794434649511345,18.28603200519857,459.5368175474616,2,4,0,467.10124323555357,🟢 Healthy
2024-02-03,1040,4,129,0.2958243624910422,480,136,9,3.804463910727496,38.882208415426014,20.30625845783933,1865.024885564624,2,5,1,1861.5765211135172,🟡 High Cost Overstock
2024-02-04,1099,5,110,0.282442159806885,191,137,10,2.921436209627766,41.25358046851533,16.84971161905575,599.2478965074188,2,6,1,631.6825087019113,🟢 Healthy
2024-02-05,1063,3,134,0.1822517902129125,434,94,3,1.472833995704005,99.54951810934352,9.78993665002017,738.7594722448816,2,0,0,712.7146094119508,🟡 High Cost Overstock
2024-02-06,1026,2,106,0.4022839689969572,322,95,14,1.8950000504519529,38.84373390109316,5.004905810239862,649.033750146622,2,1,0,640.0961201489325,🟡 High Cost Overstock
2024-02-07,1062,4,145,0.2805344130957155,274,176,14,4.84994152097484,39.13491591508642,21.056982139765623,1368.018892662193,2,2,0,1364.0251918643537,🟢 Healthy
2024-02-08,1016,2,134,0.4834065100010423,232,126,6,4.319058041188505,74.9431174686708,21.45267110632329,1076.964583024404,2,3,0,1071.9095859928823,🟢 Healthy
2024-02-09,1072,2,115,0.2043233708771105,270,142,3,4.459760342929078,88.74859828131616,18.95209002788724,1292.8838908721673,2,4,0,1281.0580612746091,🟡 High Cost Overstock
2024-02-10,1032,2,127,0.3730975358508165,102,91,1,2.570054436863186,50.96443300816692,6.531618627352276,476.4004512520188,2,5,1,481.69691032257225,🟢 Healthy
2024-02-11,1083,3,130,0.4762868318556433,167,182,1,3.307132687643937,90.04944159525539,16.70444575016092,642.340600431793,2,6,1,646.8091239328872,🔴 Reorder Required
2024-02-12,1076,1,119,0.365383329206437,414,182,3,2.1954548309198523,47.21136165982057,21.420413425432145,956.1296616606394,2,0,0,980.5857083007993,🟡 High Cost Overstock
2024-02-13,1091,4,116,0.4485091630469578,208,122,4,0.8497038906000074,35.76127036920155,12.793366402163311,212.4996796140031,2,1,0,218.29446034530883,🟢 Healthy
2024-02-14,1028,1,116,0.4309923839028025,495,163,14,2.304811897955521,46.37110594621788,8.960014684405081,1187.2529954342008,2,2,0,1193.561640436189,🟡 High Cost Overstock
2024-02-15,1012,1,121,0.2440470861956015,185,108,2,3.1729133894321517,68.74850991423939,16.752545944829414,655.7374869591874,2,3,0,645.104421546419,🟢 Healthy
2024-02-16,1045,1,115,0.3400495759757986,463,186,9,1.7921492184565917,49.3714527449659,21.52613254601756,879.1365408903678,2,4,0,886.2840637424252,🟡 High Cost Overstock
2024-02-17,1034,2,125,0.1625045359245422,126,128,11,4.315777586273371,73.83150431914311,5.977399174141311,617.6194801895879,2,5,1,609.4317308309619,🔴 Reorder Required
2024-02-18,1005,5,113,0.3142103530782398,385,82,8,1.1799507162856937,38.95487035379859,16.939024343214715,493.23589612379067,2,6,1,480.858098895251,🟢 Healthy
2024-02-19,1081,2,127,0.1921687887257349,499,191,12,2.15208090246614,76.0794315191319,17.86347590678684,1149.9678018497357,2,0,0,1160.572575937313,🟡 High Cost Overstock
2024-02-20,1068,2,125,0.3974947259809782,94,148,13,1.0620675739589132,47.795069059877335,17.04734078696559,676.0969854079485,2,1,0,657.3652265130478,🔴 Reorder Required
2024-02-21,1046,1,124,0.3112233687568498,67,139,3,2.321744602933514,56.46946972815476,18.00067368474097,1238.0647581549356,2,2,0,1229.1387549310207,🔴 Reorder Required
2024-02-22,1024,2,121,0.2644909450526642,404,145,7,0.678475872384217,64.61961123543168,17.62750615208309,338.72386367865533,2,3,0,330.92440929222204,🟢 Healthy
2024-02-23,1065,1,101,0.207518838466791,478,166,4,1.7264722777774044,74.89800025487949,7.608077699606981,900.1517490324788,2,4,0,889.4787808622424,🟡 High Cost Overstock
2024-02-24,1009,5,145,0.4994793927365147,452,169,5,2.3033086480115763,39.09709534789869,9.698735538978308,1080.1926042491311,2,5,1,1087.6514486376122,🟡 High Cost Overstock
2024-02-25,1055,4,119,0.1286842083539731,254,105,4,2.651744134745112,86.87564299286484,17.379880105780202,760.4186532181233,2,6,1,734.6939564601287,🟡 High Cost Overstock
2024-02-26,1029,1,121,0.117424272228968,373,150,9,2.9466336131381383,77.74741998041918,5.353863222735416,1176.8417576809447,2,0,0,1172.3274057332194,🟡 High Cost Overstock
2024-02-27,1004,5,111,0.1869029601975458,132,153,11,1.737460084054635,38.72783352191996,17.69489037446489,268.0725646171318,2,1,0,253.5089525426192,🔴 Reorder Required
2024-02-28,1032,4,108,0.4884289834511278,99,148,7,2.8536860057669253,97.99796500823282,18.30773247570064,545.2824718604642,2,2,0,564.4829071437515,🔴 Reorder Required
2024-02-29,1064,3,119,0.4916952673279938,330,126,13,2.790520797029269,73.18375928243668,9.783495197233169,994.0556223020956,2,3,0,998.2463488939853,🟡 High Cost Overstock
2024-03-01,1017,1,111,0.3619710939088544,215,155,4,1.922801228942938,56.19415091733645,16.962656595062793,469.5964151400681,3,4,0,464.2101358327217,🟢 Healthy
2024-03-02,1095,1,125,0.4520426668825619,292,175,13,4.235901487954152,32.60218604428131,15.681801214475293,1269.4854205268937,3,5,1,1263.652970039911,🟡 High Cost Overstock
2024-03-03,1048,3,117,0.1855846923363181,426,121,8,2.955385069671043,62.65768018465052,10.213830963062277,1321.6517198645147,3,6,1,1341.6048049021135,🟡 High Cost Overstock
2024-03-04,1010,3,123,0.4888168376706494,213,110,2,1.9952137343594525,33.18207094616945,14.259480237495092,458.1625963647329,3,0,0,455.4098271256731,🟢 Healthy
2024-03-05,1084,1,121,0.1571139400558258,373,101,7,4.763023304363494,54.3593342958275,23.19249058824363,1830.9670268234104,3,1,0,1807.5197845843288,🟡 High Cost Overstock
2024-03-06,1025,3,143,0.1404500752726633,105,96,11,4.3030058588202245,52.69700181916151,13.532055609197656,1018.730730144796,3,2,0,994.5632567136261,🟢 Healthy
2024-03-07,1062,2,99,0.1448846156989091,88,163,1,4.921645151983104,77.59517154779681,17.59688353759003,704.2656638358003,3,3,0,730.6568887590286,🔴 Reorder Required
2024-03-08,1088,4,111,0.3292511693090258,368,99,8,3.6150524359043934,35.390654497939984,5.7070164208138845,1365.7299509107568,3,4,0,1382.5766922686953,🟡 High Cost Overstock
2024-03-09,1085,4,119,0.4123897602872209,177,186,13,2.202003074777211,85.74970838966766,6.556002266441976,475.504252625234,3,5,1,466.263215142397,🔴 Reorder Required
2024-03-10,1058,4,115,0.2466668711498532,440,87,14,1.7638730000555554,46.09058616129326,6.626161466066369,822.1947061857376,3,6,1,831.1637368336138,🟡 High Cost Overstock
2024-03-11,1026,2,120,0.4911583951144506,171,190,12,3.4849302965351643,55.519090157502006,20.56481527252891,651.4421708650151,3,0,0,646.4184556634171,🔴 Reorder Required
2024-03-12,1048,3,125,0.2737680552473318,296,177,14,4.913674621228867,81.7872780443074,12.005137896069051,1536.234965928052,3,1,0,1519.6936114247428,🟡 High Cost Overstock
2024-03-13,1076,5,141,0.1601794203092865,235,128,13,3.32021786046732,70.03139197708119,9.552233767316268,850.2825891869013,3,2,0,862.8221306952091,🟢 Healthy
2024-03-14,1032,3,110,0.2863866992744547,257,166,6,4.467267234454272,44.64202814415499,19.94649136903445,1192.7297073989027,3,3,0,1196.4834133884358,🟡 High Cost Overstock
2024-03-15,1097,1,128,0.371614866168976,364,117,12,1.9809654397149588,50.89623396367048,8.39920125112349,771.9676540199155,3,4,0,756.8052406722335,🟡 High Cost Overstock
2024-03-16,1098,4,123,0.4328903122017514,353,132,5,2.3312920211341503,44.462945119168815,9.929850501405612,867.4090285795239,3,5,1,877.8742874460471,🟡 High Cost Overstock
2024-03-17,1000,3,119,0.2835073159826372,438,107,9,4.57823857815209,67.58161338217258,13.618628865400416,2072.850110612788,3,6,1,2051.6636773142386,🟡 High Cost Overstock
2024-03-18,1020,5,122,0.337442730419667,288,156,9,3.905900158810185,46.609962656547175,11.628761380292264,1171.5092083938805,3,0,0,1173.7964365557489,🟡 High Cost Overstock
2024-03-19,1054,1,113,0.2069378848635413,264,108,3,4.916346441655576,78.05581558265126,16.707844220732888,1375.9712761797234,3,1,0,1386.9851143171234,🟡 High Cost Overstock
2024-03-20,1005,2,102,0.3583666105622056,341,151,9,3.986438943795089,66.38297268669808,11.756812381496951,1425.7586525208233,3,2,0,1428.2026409654893,🟡 High Cost Overstock
2024-03-21,1091,2,128,0.4943887775801375,273,90,13,2.518320682482043,31.65652893980072,12.859032717177838,719.1580752573985,3,3,0,746.7208860025577,🟡 High Cost Overstock
2024-03-22,1080,5,120,0.1196214290351175,137,126,13,2.8898060892006336,44.82148949439059,22.25773216498972,440.7249237148774,3,4,0,441.3975356841501,🟢 Healthy
2024-03-23,1068,1,118,0.4546122682820671,74,124,9,4.552319716084115,37.715795352812464,22.690628792560048,1372.975121215679,3,5,1,1373.1264680212987,🔴 Reorder Required
2024-03-24,1094,4,126,0.3249130011070091,478,97,2,2.982410312441216,51.22505700411882,21.55422381626815,1476.81718635102,3,6,1,1471.2218863596372,🟡 High Cost Overstock
2024-03-25,1004,3,110,0.20083946382492,269,129,5,1.6492881837400033,61.27872689674905,22.29661865409265,504.9372483228099,3,0,0,511.94886261190106,🟡 High Cost Overstock
2024-03-26,1002,1,114,0.4819558840037031,324,168,11,2.4602891574647723,60.54102858272879,16.39457338678234,857.674715601315,3,1,0,830.4273523093285,🟡 High Cost Overstock
2024-03-27,1052,2,120,0.2933417212235596,184,128,2,2.8234219498210305,80.36189412506312,17.92466429502768,599.8715328921328,3,2,0,604.836645585941,🟢 Healthy
2024-03-28,1022,5,95,0.2326761006693542,491,101,1,0.9352392509800832,35.133749088136746,16.14346333109881,494.3362213193576,3,3,0,490.928775177787,🟢 Healthy
2024-03-29,1052,5,133,0.1725990513083364,282,124,7,3.846932034138006,95.71782634379576,20.7117616810584,1180.5526599707134,3,4,0,1179.8272408182506,🟡 High Cost Overstock
2024-03-30,1036,3,109,0.1977808841026648,115,140,4,0.9920927000973784,47.42760855057349,16.020009715228884,161.518269061772,3,5,1,159.3856921782173,🔴 Reorder Required
2024-03-31,1073,5,116,0.4331396166365771,129,178,5,2.3221297101596257,44.01990775329108,7.221539291015611,343.5746403638828,3,6,1,354.00233203794687,🔴 Reorder Required
2024-04-01,1073,5,129,0.3457640037268663,472,172,4,4.120800986931821,74.81428625441758,21.1916024091372,2019.8323520862368,4,0,0,2011.969198694867,🟡 High Cost Overstock
2024-04-02,1082,1,97,0.4652982477953264,304,100,6,2.604066627259836,84.441330294645,20.21170341355073,876.0775849816351,4,1,0,863.3251559809478,🟡 High Cost Overstock
2024-04-03,1016,4,118,0.1927873808631143,174,199,11,4.289069838733286,50.27774118509228,21.406011905652505,796.5758931246841,4,2,0,799.2010784742906,🔴 Reorder Required
2024-04-04,1084,3,144,0.1484554295395606,195,150,2,2.038465949252517,79.74775799151817,8.808589267795238,477.2486180957591,4,3,0,492.0482099737951,🟢 Healthy
2024-04-05,1077,1,112,0.102435012390236,152,140,8,4.80936332299296,90.69887649088436,10.43234105429934,821.7221015858142,4,4,0,807.2932977227678,🟢 Healthy
2024-04-06,1072,4,135,0.3031448150463975,434,155,4,1.44260794312356,81.3442932165566,10.9150339452706,707.4361405321816,4,5,1,706.1504375467771,🟡 High Cost Overstock
2024-04-07,1000,1,129,0.4993227721527953,496,115,8,0.6721886524518559,22.73571884566664,15.161610723713473,356.1412904617872,4,6,1,365.42909915125176,🟢 Healthy
2024-04-08,1050,1,122,0.3779861075274556,436,103,3,4.425919443456884,86.18951290929505,7.677541683269196,2015.8903902564964,4,0,0,1999.3319141360325,🟡 High Cost Overstock
2024-04-09,1044,5,105,0.2233578367860584,432,111,12,3.884912221776837,81.95847667634939,12.707635065497346,1760.240556483943,4,1,0,1768.1453599523643,🟡 High Cost Overstock
2024-04-10,1076,4,112,0.4507434332104687,326,170,12,1.5439272668031776,73.54321905225488,8.643163221580592,576.8635080300908,4,2,0,589.907296393782,🟡 High Cost Overstock
2024-04-11,1003,3,127,0.4126889063951838,431,175,11,4.931337232115032,80.80179352703227,10.29525426065473,2206.2081405686117,4,3,0,2151.758226485429,🟡 High Cost Overstock
2024-04-12,1061,3,123,0.1061660664306157,173,138,5,2.7602605817083754,98.35403166655512,19.127752691168546,575.8791123021041,4,4,0,581.0074136426741,🟢 Healthy
2024-04-13,1064,4,98,0.426744192216409,463,175,12,4.779794480648736,54.48903102546797,22.09622312634562,2267.5338755658327,4,5,1,2272.480953395093,🟡 High Cost Overstock
2024-04-14,1031,5,118,0.2202107028953984,316,175,3,2.7726294712414967,25.377858796367825,5.4581173319436775,901.5287717086808,4,6,1,890.7748101028911,🟡 High Cost Overstock
2024-04-15,1033,2,137,0.1598693858334404,327,169,12,2.623435640470809,56.87119757021733,16.31793926710001,914.734652004172,4,0,0,885.3123149485804,🟡 High Cost Overstock
2024-04-16,1091,1,124,0.1905323358948298,160,154,13,2.521123417150093,23.71469243128384,5.721195241245343,427.0944391752987,4,1,0,417.8548697567063,🟢 Healthy
2024-04-17,1094,5,92,0.2874319217500556,430,189,7,2.006938742598276,43.54003264707689,6.704984900231006,906.5236919643356,4,2,0,896.007369857324,🟡 High Cost Overstock
2024-04-18,1071,4,112,0.2699471708272044,362,161,3,2.9016567372944824,66.95038334374073,19.10168069228218,1117.3501222443433,4,3,0,1095.094545160718,🟡 High Cost Overstock
2024-04-19,1038,1,144,0.2155549197496907,138,182,12,2.5364959787685555,44.7698314340925,19.71216213004233,513.0792492844072,4,4,0,429.9339499720504,🔴 Reorder Required
2024-04-20,1025,3,131,0.1688873288828131,436,84,8,0.6653609448059936,74.83161967276308,21.279613463455973,364.92899160817626,4,5,1,369.04963602148365,🟢 Healthy
2024-04-21,1033,2,121,0.4048923158568677,207,95,9,1.6719585504057612,85.75890621485769,14.4848302354061,431.8543261488503,4,6,1,438.76642050171523,🟢 Healthy
2024-04-22,1053,3,141,0.4960439134939668,265,90,13,1.4590526004750128,53.63513434236295,22.196149640323764,440.2840734682414,4,0,0,431.7545449185589,🟢 Healthy
2024-04-23,1002,4,125,0.4111166321678762,433,197,12,4.403460210444799,92.01103610344028,8.336765832832487,1998.7093072260384,4,1,0,1991.0681017670797,🟡 High Cost Overstock
2024-04-24,1049,1,120,0.2183747870686165,350,114,2,3.1949148975207864,26.387114508032017,9.994328272700052,1144.6073286403073,4,2,0,1138.5193432136182,🟡 High Cost Overstock
2024-04-25,1011,4,121,0.1979235845648533,85,191,3,3.936573952023773,87.20905313603598,7.690042952039427,698.6593853314761,4,3,0,713.154540120671,🔴 Reorder Required
2024-04-26,1064,1,123,0.1870663504263753,136,154,12,4.8057171698717625,86.28585163514391,20.95074521163753,739.8633867377036,4,4,0,743.8594718899725,🔴 Reorder Required
2024-04-27,1053,5,124,0.1546780297956145,167,121,13,3.398176726368845,45.75951170614119,9.573502367732376,613.2550250097383,4,5,1,611.484594181639,🟢 Healthy
2024-04-28,1004,2,109,0.3205322198769205,377,166,7,4.92174496132135,43.8972149699692,8.110224855165914,1899.3950653881184,4,6,1,1878.3801573565656,🟡 High Cost Overstock
2024-04-29,1093,5,145,0.3421601487813377,497,198,5,1.9029382324345836,44.40759849228101,17.462213751761126,990.167900012269,4,0,0,974.5627286102973,🟡 High Cost Overstock
2024-04-30,1093,5,118,0.3822010642652549,231,177,10,1.3382023204080222,84.91149698755288,6.541640527213488,394.036233001806,4,1,0,382.40902620180333,🟢 Healthy
2024-05-01,1056,4,123,0.3720853483734672,117,191,7,2.314894495968101,86.5322790088156,5.898005544403451,392.7629683035042,5,2,0,388.9701148781256,🔴 Reorder Required
2024-05-02,1016,2,117,0.216933324513353,483,160,2,2.618597367211136,46.37779670621341,7.134352971049179,1311.160325069192,5,3,0,1299.6110256313652,🟡 High Cost Overstock
2024-05-03,1046,1,151,0.2321244021587386,408,89,14,4.5291269428366325,67.40722779555695,5.004817679743352,1915.291020472903,5,4,0,1944.6696903648965,🟡 High Cost Overstock
2024-05-04,1022,1,116,0.3726058141769351,208,161,14,3.019731975665044,31.11465835523636,18.939803084435848,659.2189092935654,5,5,1,674.4060612928058,🟢 Healthy
2024-05-05,1078,3,110,0.2397790563134513,334,187,4,1.8148144973810765,57.50229906248177,16.244706434289572,663.6503411877613,5,6,1,654.2248191180353,🟡 High Cost Overstock
2024-05-06,1084,1,109,0.1850492758477252,492,87,1,3.841854272903844,99.90342806844306,9.197502180754478,1990.0957303371345,5,0,0,1985.094919395696,🟡 High Cost Overstock
2024-05-07,1013,4,119,0.2497344614786958,213,105,5,2.776243717125819,32.707131816499746,9.660098959551917,624.0470435642993,5,1,0,619.1308291158831,🟢 Healthy
2024-05-08,1065,5,102,0.208833663031191,410,82,8,1.2295937537382655,95.80501119680471,21.219371969400797,599.9384502294937,5,2,0,624.7803111296626,🟡 High Cost Overstock
2024-05-09,1074,5,133,0.1353250884874311,122,138,1,3.095689044160635,85.94037775720062,15.036402317206008,629.0148666340642,5,3,0,603.5048117173462,🔴 Reorder Required
2024-05-10,1050,5,133,0.4320555609106614,168,195,7,4.601275415632777,97.7771720757016,18.970567141634795,870.7914419020083,5,4,0,869.6224823501494,🔴 Reorder Required
2024-05-11,1037,2,120,0.4412445556628145,390,167,7,4.29180177864119,34.36630084884264,14.05510902549831,1708.1689945189069,5,5,1,1696.7169131918004,🟡 High Cost Overstock
2024-05-12,1063,1,133,0.1879001200667518,244,82,7,3.14064487685899,37.08147923546914,9.754360520415846,803.3988291890627,5,6,1,793.0947363821055,🟢 Healthy
2024-05-13,1097,4,110,0.1259088798100807,138,117,1,2.1968742824824465,21.34937453878869,24.408056013658136,324.5180255213663,5,0,0,313.8645924146598,🟢 Healthy
2024-05-14,1037,2,130,0.3955309749404718,394,81,12,0.8914043797889502,77.97614503324844,16.312951267507948,429.1894706700948,5,1,0,409.826595892483,🟢 Healthy
2024-05-15,1049,3,116,0.1846114503453655,125,178,11,2.613420154992307,71.52757547489486,7.619638075358248,398.2050948489333,5,2,0,408.3918466879689,🔴 Reorder Required
2024-05-16,1097,4,122,0.2573741957747441,270,96,3,3.884357468883106,34.24523506597857,13.121800843678136,1083.0217516644173,5,3,0,1090.625041655304,🟡 High Cost Overstock
2024-05-17,1081,4,140,0.1256541008949533,188,152,11,2.1212317387985475,83.29159724336576,11.586748238938014,482.0831641374927,5,4,0,470.3959798514714,🟢 Healthy
2024-05-18,1029,4,100,0.190507833903374,421,115,2,1.5595107149824898,43.935640490538034,9.281749371770427,700.4896514981663,5,5,1,712.0795295723163,🟡 High Cost Overstock
2024-05-19,1078,5,125,0.4171609113318543,444,165,5,4.6912087367192905,30.79964554645081,23.66879978480519,2113.696324649816,5,6,1,2130.94086832188,🟡 High Cost Overstock
2024-05-20,1090,4,119,0.4217585787660808,290,174,2,4.197000652060966,53.80501320154785,22.61839990919505,1270.935202299228,5,0,0,1267.6542656918573,🟡 High Cost Overstock
2024-05-21,1050,1,109,0.1828339299550841,203,198,13,3.372240287390651,27.277587874148487,8.982942330402327,711.8423662144506,5,1,0,730.2487824764004,🟢 Healthy
2024-05-22,1062,4,152,0.2343655380426758,102,177,14,1.1155250476423373,41.05949250185973,12.042957781110337,756.9909364168949,5,2,0,725.3430856370925,🔴 Reorder Required
2024-05-23,1097,5,120,0.1536953676374974,191,167,5,1.1520897818277789,49.706668674187696,20.24630783341643,269.75581700329343,5,3,0,264.36674016088523,🟢 Healthy
2024-05-24,1051,4,122,0.1296690521139689,369,152,5,0.9644881615510054,88.149133961132,9.170120962804312,444.045265573453,5,4,0,438.54646664439593,🟢 Healthy
2024-05-25,1037,3,107,0.4968686857793638,443,189,4,3.2733350010173443,83.4038993034577,16.831297252084887,1533.4913047541413,5,5,1,1533.8403746998126,🟡 High Cost Overstock
2024-05-26,1096,3,115,0.3622375804979357,80,186,11,1.020032584130012,55.42034286004946,18.99587884249633,801.8787090778221,5,6,1,805.3294112612313,🔴 Reorder Required
2024-05-27,1087,5,123,0.3168386036793275,272,81,7,4.291822394881849,77.966004620191,18.079446514215327,1245.3416960280538,5,0,0,1254.7694401695342,🟡 High Cost Overstock
2024-05-28,1078,1,129,0.4061994001621198,341,164,10,4.968342508186949,65.4919708943204,19.12817280551001,1759.69676618607,5,1,0,1777.696572355464,🟡 High Cost Overstock
2024-05-29,1029,1,116,0.4360308638750897,315,113,6,2.148566831188994,47.267348406245446,19.133991780575258,724.0659002307785,5,2,0,721.3710322551898,🟡 High Cost Overstock
2024-05-30,1050,2,111,0.422685907217891,331,106,2,2.5415143113519383,78.06994747962278,24.296118396978567,919.3111845371144,5,3,0,902.5959445858498,🟡 High Cost Overstock
